9.000000e+00
1024
0	0.000976562	-0.159468	0.556464	0.38616	-0.617082	0.806759	0.268206
1	0.000976562	0.162938	0.224278	0.240655	-0.110149	0.741998	-1.19779
2	0.000976562	0.200493	0.696573	-1.9228	-0.143912	0.247428	-0.24275
3	0.000976562	-0.404749	0.519329	0.325079	-0.214871	-0.266207	-0.50471
4	0.000976562	-2.90722	-1.77073	-3.09262	-0.799797	-0.512718	-1.00053
5	0.000976562	0.15357	0.24162	0.31047	0.00970533	-0.36764	0.690449
6	0.000976562	0.512699	0.0493007	-0.103501	0.348302	-0.142247	0.575092
7	0.000976562	0.234646	0.119464	0.321832	0.0886033	0.0197934	0.497113
8	0.000976562	0.56614	-0.00241306	0.642826	0.264354	-0.460607	-0.170688
9	0.000976562	2.20508	-1.53112	-0.345213	0.390811	-0.415446	-0.000878257
10	0.000976562	-0.0891001	0.338656	0.289397	0.093822	-0.474755	0.271086
11	0.000976562	0.326315	0.446042	0.00409906	0.392052	0.0720441	-0.350411
12	0.000976562	0.709974	-0.598399	-0.00445128	-0.0176197	0.483564	0.107203
13	0.000976562	0.348453	1.63772	1.63305	0.0452326	0.0843817	0.339923
14	0.000976562	0.302864	0.338958	0.110351	0.141075	0.726292	1.08205
15	0.000976562	-0.181152	0.124791	-0.35698	-0.0968939	-0.328665	0.657934
16	0.000976562	0.343926	0.859674	0.150137	-0.10419	-0.182616	-0.369451
17	0.000976562	0.548966	0.45035	0.216488	0.514171	-0.313431	-0.279519
18	0.000976562	0.566545	-2.04732	4.82717	0.226038	-0.590179	1.54306
19	0.000976562	-0.153252	-0.401546	-3.47012	-0.0640191	-0.112949	-0.849321
20	0.000976562	0.220155	0.151048	0.458191	-0.23049	0.0906855	-0.377413
21	0.000976562	-1.03535	1.15617	-0.348246	-0.197435	-0.0807944	0.0251238
22	0.000976562	0.675411	0.702494	0.193156	0.970345	0.434241	-0.189413
23	0.000976562	-0.229187	0.874495	0.0401103	0.191263	0.132848	-0.036797
24	0.000976562	-0.264258	0.665304	0.262469	-0.531105	0.185707	-0.24012
25	0.000976562	-2.00708	-2.08657	-1.40547	-0.492417	-0.614798	-0.327
26	0.000976562	-3.29785	-1.45633	-4.2487	-0.953718	-0.448377	-1.46923
27	0.000976562	-0.17738	0.195159	0.103848	1.0601	-0.360207	0.379216
28	0.000976562	0.415962	0.486736	0.515075	0.0281768	-0.471446	-0.58203
