7.000000e+00
1024
579	0.000976562	-0.0345684	-0.0315657	-0.214363	-0.437112	0.291836	0.204116
725	0.000976562	-0.645052	-0.821899	1.398	-0.656945	-0.73219	1.62159
119	0.000976562	-0.141321	-0.365892	-0.0661273	0.290069	-0.0873477	0.0884425
230	0.000976562	-1.1514	-1.25913	0.296338	-1.30493	-1.36694	0.33967
698	0.000976562	-1.17803	-0.398809	-0.450684	-0.797428	-0.234951	-0.434152
767	0.000976562	-0.420719	-0.0626378	0.284778	0.159636	0.498648	0.591176
534	0.000976562	-0.483452	-0.406673	0.809744	-0.380593	-0.0647182	0.416104
838	0.000976562	-0.998279	-0.915424	0.840535	-0.827977	-0.652572	0.758726
557	0.000976562	-0.663397	-0.818724	1.53968	-0.665469	-0.826961	1.82876
768	0.000976562	-1.5598	-0.554402	0.500851	-1.54946	-0.286556	0.455233
913	0.000976562	-0.182749	0.00591944	0.00826319	0.359802	-0.311964	0.244399
167	0.000976562	-0.0486499	-0.248252	-1.1146	0.0578569	-0.149523	-0.839461
302	0.000976562	-0.0558979	-1.18163	-1.07017	0.21401	-1.28426	-1.48523
643	0.000976562	-0.0291761	-0.234606	-0.830481	0.22547	-0.289734	-0.294542
280	0.000976562	-0.0837302	-0.0200581	0.771043	-0.208515	-0.0576169	0.194323
272	0.000976562	-1.29489	-0.0233583	0.660291	-1.5269	0.410278	0.690923
781	0.000976562	-0.537264	0.0446221	0.448558	0.176388	0.158694	0.19119
799	0.000976562	-0.149776	-0.28765	0.319667	0.013229	0.399196	0.284716
307	0.000976562	-1.04522	-0.489784	-1.17121	-0.995098	-0.34525	-1.4178
55	0.000976562	-0.084345	0.0542161	0.0549929	0.620257	-0.167184	0.0868301
117	0.000976562	-0.76655	-0.238097	0.58464	-0.714617	-0.0563256	0.292402
998	0.000976562	-0.141617	-0.0387476	0.30263	0.253655	0.59422	0.39029
104	0.000976562	-0.960135	-0.336779	-1.7619	-0.927267	-0.322887	-1.93514
596	0.000976562	-0.946345	-1.17492	-0.331408	-0.799319	-0.999629	-0.532905
135	0.000976562	-0.555826	-0.0382116	0.913937	-0.121282	0.290709	0.946629
314	0.000976562	-0.244562	-0.0479934	-1.35723	0.0254201	-0.0820945	-1.00312
238	0.000976562	-0.0213807	-0.0222239	1.23554	0.0220584	0.283425	0.82468
844	0.000976562	-0.249629	0.0384403	0.188597	0.693175	0.626713	0.229853
310	0.000976562	-0.947318	-1.36972	1.10536	-0.909967	-1.24646	1.12324
976	0.000976562	-0.236486	-0.230565	0.889477	0.298667	-0.400284	0.603939
288	0.000976562	0.0085091	0.0454225	-0.0444246	0.418128	0.535624	0.107878
89	0.000976562	0.0443129	-0.0269652	0.0593027	0.724987	0.502819	-0.0117162
889	0.000976562	0.0127211	-0.439155	-1.05524	-0.0355493	-0.254222	-0.66547
521	0.000976562	-1.13346	-1.44758	0.0405959	-1.23351	-1.44114	0.00615688
944	0.000976562	0.0245527	-0.113512	-0.177419	0.300206	0.567138	-0.308576
205	0.000976562	-1.96257	-0.346187	0.0135264	-1.93347	-0.265674	0.0665742
253	0.000976562	-0.641695	-0.222961	1.5036	-0.600752	-0.0530879	1.66658
773	0.000976562	-0.341202	-0.580757	1.14232	-0.220808	-0.477997	1.72091
788	0.000976562	-1.63866	-0.771211	0.0930003	-1.71572	-0.646171	0.102833
703	0.000976562	-0.173585	-1.19365	-1.01463	-0.130002	-1.33237	-1.39359
98	0.000976562	0.0218116	-0.524658	-0.425123	0.265839	-0.0637595	-0.0494106
448	0.000976562	-0.0686824	-1.15933	-0.00921883	-0.0341596	-1.79005	-0.124091
